Date,Open,High,Low,Close,Adj Close,Volume
2013-01-02,29.066544,29.648798,29.066544,29.648798,16.931824,1438400
2013-01-03,29.704252,30.351202,29.685766,30.194084,17.243223,1769300
2013-01-04,30.212570,30.711645,30.212570,30.683918,17.522957,1488200
2013-01-07,30.499075,30.665434,30.378927,30.499075,17.417398,865000
2013-01-08,30.425138,30.526802,30.120148,30.129391,17.206280,665700
2013-01-09,30.147875,30.231054,29.953789,30.046211,17.158772,1057900
2013-01-10,30.073936,30.609982,29.833641,30.591497,17.470179,1983600
2013-01-11,30.674677,30.804066,30.314234,30.351202,17.332951,1092000
2013-01-14,30.360443,30.499075,30.138632,30.489834,17.412117,768800
2013-01-15,30.351202,31.072088,30.351202,31.072088,17.744633,1313800
2013-01-16,30.942699,30.998152,30.804066,30.896488,17.644352,970200
2013-01-17,30.979668,31.395563,30.961184,31.303143,17.876581,1401500
2013-01-18,31.377079,31.626617,31.155268,31.608133,18.050756,1455500
2013-01-22,31.552681,31.737524,31.414047,31.728281,18.119373,1103200
2013-01-23,31.783733,31.876156,31.349354,31.857672,18.193266,1147300
2013-01-24,31.829945,32.024029,31.552681,31.672829,18.087702,930900
2013-01-25,31.756008,31.857672,31.524954,31.691313,18.098263,1089800
2013-01-28,31.654345,31.756008,31.321627,31.561922,18.024364,724100
2013-01-29,31.487986,31.672829,31.340111,31.654345,18.077152,1151100
2013-01-30,31.682070,31.931608,31.561922,31.811460,18.166878,1457900
2013-01-31,31.691313,31.829945,31.487986,31.617374,18.056036,2401100
2013-02-01,31.719038,31.940851,31.691313,31.894640,18.214378,1327300
2013-02-04,31.691313,31.839188,31.349354,31.386322,17.924084,1236900
2013-02-05,31.608133,31.728281,31.423290,31.654345,18.077152,1062000
2013-02-06,31.598890,31.885397,31.404806,31.885397,18.209097,1123400
2013-02-07,31.913124,32.107208,31.682070,32.014786,18.282990,1409600
2013-02-08,32.005547,32.070240,31.312384,31.654345,18.077152,1401000
2013-02-11,31.580406,31.700554,31.312384,31.451017,17.961035,852100
2013-02-12,31.395563,31.968576,31.367838,31.857672,18.193266,966900
2013-02-13,31.959335,32.014786,31.876156,31.894640,18.214378,670500
2013-02-14,31.885397,32.088726,31.857672,31.940851,18.240761,838600
2013-02-15,31.987061,32.125694,31.802217,32.079483,18.319935,1312700
2013-02-19,32.088726,32.338261,31.922365,32.310535,18.451887,1844200
2013-02-20,32.338261,32.476894,32.005547,32.042515,18.298824,1348600
2013-02-21,31.903881,31.950092,31.414047,31.820702,18.172148,2982100
2013-02-22,31.959335,32.162663,31.839188,31.913124,18.224924,1316900
2013-02-25,32.079483,32.208874,31.478743,31.478743,17.976868,1154400
2013-02-26,31.608133,32.042515,31.524954,31.968576,18.256596,1379000
2013-02-27,31.987061,32.495380,31.885397,32.329021,18.462439,1558400
2013-02-28,31.395563,32.107208,30.831793,31.885397,18.209097,2204500
2013-03-01,31.765249,32.088726,31.654345,32.005547,18.277712,1595000
2013-03-04,31.959335,32.042515,31.635860,31.987061,18.267155,1119600
2013-03-05,32.153419,32.486137,31.977819,32.486137,18.552168,1324600
2013-03-06,32.578560,32.670979,32.070240,32.171906,18.372715,1313700
2013-03-07,32.208874,32.365990,31.996304,32.088726,18.325214,693600
2013-03-08,32.245842,32.338261,31.996304,32.236599,18.409657,914300
2013-03-11,32.199631,33.105362,32.162663,33.068394,18.884680,1480100
2013-03-12,32.994453,33.706100,32.929760,33.622921,19.201359,1559000
2013-03-13,33.641403,33.678375,33.308689,33.641403,19.211918,1047900
2013-03-14,33.696857,33.890942,33.604435,33.789280,19.296368,823600
2013-03-15,33.641403,33.743069,33.262478,33.622921,19.201359,1802500
2013-03-18,33.345657,33.743069,33.234749,33.650646,19.217199,903000
2013-03-19,33.641403,33.724583,33.290203,33.558224,19.164410,985400
2013-03-20,33.650646,33.872459,33.428837,33.530499,19.148582,806300
2013-03-21,33.105362,33.253235,32.800369,32.966728,18.967777,789500
2013-03-22,33.077633,33.234749,32.735676,32.855824,18.903971,715300
2013-03-25,32.994453,33.188541,32.809612,32.957485,18.962461,888200
2013-03-26,33.086876,33.271721,32.800369,32.985214,18.978416,1685800
2013-03-27,32.763401,33.049908,32.661739,32.948242,18.957151,586000
2013-03-28,32.865067,33.567467,32.726433,33.558224,19.308104,1507500
2013-04-01,33.502773,33.530499,33.170055,33.290203,19.153894,941200
2013-04-02,33.364140,33.780037,33.364140,33.521255,19.286835,1143300
2013-04-03,33.521255,33.641403,32.994453,33.364140,19.196438,992900
2013-04-04,33.419594,34.048058,33.299446,33.678375,19.377241,1035500
2013-04-05,33.364140,33.428837,32.929760,33.391869,19.212399,683400
2013-04-08,33.373383,33.678375,33.207024,33.678375,19.377241,461400
2013-04-09,33.687614,33.927910,33.345657,33.743069,19.414457,539500
2013-04-10,33.826248,34.445473,33.641403,34.343807,19.760101,1100700
2013-04-11,34.334564,34.963032,34.223660,34.916821,20.089790,1405000
2013-04-12,34.833641,34.898338,34.121998,34.380775,19.781370,1851700
2013-04-15,34.260628,34.380775,33.502773,33.502773,19.276203,821800
2013-04-16,33.678375,34.168205,33.650646,34.168205,19.659063,909500
2013-04-17,33.983364,33.983364,33.225510,33.678375,19.377241,1120600
2013-04-18,33.770794,33.853973,33.336414,33.733826,19.409140,816500
2013-04-19,33.715343,33.964878,33.438076,33.890942,19.499538,890000
2013-04-22,33.946396,34.195934,33.595196,34.020332,19.573992,690700
2013-04-23,34.177448,34.547134,33.974121,34.528652,19.866455,970300
2013-04-24,34.584103,34.731979,34.316082,34.399261,19.792009,596600
2013-04-25,34.519409,34.898338,34.426987,34.695011,19.962170,791500
2013-04-26,34.658039,34.898338,34.390018,34.611832,19.914312,462500
2013-04-29,34.750462,34.750462,34.362293,34.371532,19.776056,652200
2013-04-30,34.288357,35.000000,34.103512,34.990757,20.132338,1097700
2013-05-01,34.926064,35.027725,34.325325,34.768948,20.004713,1261800
2013-05-02,34.750462,35.480591,34.713493,35.415897,20.376945,962900
2013-05-03,35.674675,36.146027,35.600739,35.720886,20.552422,1614500
2013-05-06,35.739372,35.896488,35.637707,35.739372,20.563059,693200
2013-05-07,35.767097,35.970425,35.628468,35.961182,20.690676,977800
2013-05-08,35.924213,36.293900,35.850277,36.293900,20.882111,712900
2013-05-09,36.210720,36.626617,36.210720,36.469501,20.983145,1332000
2013-05-10,36.534195,36.589649,36.460258,36.543438,21.025684,967600
2013-05-13,36.478745,36.700554,36.256931,36.367836,20.924652,996400
2013-05-14,36.451015,36.561924,36.164509,36.340111,20.908695,966800
2013-05-15,36.312386,36.349354,36.053604,36.136784,20.791712,935000
2013-05-16,36.035122,36.173752,35.452866,35.489834,20.419481,985000
2013-05-17,35.489834,36.016636,35.462109,36.007393,20.717264,864800
2013-05-20,36.044361,36.155270,35.249538,35.323475,20.323767,1136200
2013-05-21,35.341961,35.739372,35.258781,35.619225,20.493927,594400
2013-05-22,35.628468,35.868763,34.852127,34.889095,20.073843,713600
2013-05-23,34.704250,34.787430,34.195934,34.223660,19.690977,1683400
2013-05-24,34.158966,34.186691,33.826248,33.937153,19.526125,993200
2013-05-28,33.937153,34.676525,33.937153,34.288357,19.728197,1555200
2013-05-29,34.186691,34.186691,33.585953,33.585953,19.324060,917300
2013-05-30,33.641403,33.900185,33.585953,33.585953,19.324060,777900
2013-05-31,33.521255,33.770794,33.105362,33.123844,19.058182,1089300
2013-06-03,33.142330,33.170055,31.950092,32.615528,18.765717,2844300
2013-06-04,32.606285,32.652496,31.792976,31.885397,18.345636,3132300
2013-06-05,31.709797,32.181145,31.506470,31.506470,18.127607,1642900
2013-06-06,31.515711,31.802217,31.321627,31.792976,18.292454,1246400
2013-06-07,26.081331,27.125692,25.619225,26.756008,15.394372,17970700
2013-06-10,27.402958,27.439926,26.229206,26.340111,15.155083,6331700
2013-06-11,26.136784,26.987061,26.090572,26.940851,15.500729,4069000
2013-06-12,27.116451,27.125692,26.654345,26.691313,15.357157,2828000
2013-06-13,26.608133,26.866913,26.395563,26.700554,15.362465,2828000
2013-06-14,26.672829,26.802217,26.506470,26.737524,15.383740,2000200
2013-06-17,26.719038,27.005545,26.524954,26.987061,15.527314,3793300
2013-06-18,26.968576,26.968576,26.571165,26.645102,15.330565,2175600
2013-06-19,26.654345,26.811460,26.404806,26.423290,15.202944,1532000
2013-06-20,26.256931,26.275415,25.378927,25.480591,14.660547,3015300
2013-06-21,25.471350,25.471350,24.676525,24.805916,14.413522,3294400
2013-06-24,24.611830,24.630314,23.946396,24.279112,14.107423,2205400
2013-06-25,24.436230,24.565619,23.983364,24.362291,14.155757,2116900
2013-06-26,24.537893,24.713493,24.399261,24.556377,14.268530,1547000
2013-06-27,24.565619,24.833641,24.399261,24.722736,14.365191,1218500
2013-06-28,24.648798,24.750462,24.463955,24.593346,14.290010,1857000
2013-07-01,24.621073,24.981516,24.574862,24.870609,14.451112,2089900
2013-07-02,24.796673,25.138632,24.722736,25.073936,14.569258,1755800
2013-07-03,24.870609,25.000000,24.685766,24.953789,14.499447,779400
2013-07-05,25.009243,25.073936,24.676525,24.815157,14.418892,759100
2013-07-08,24.870609,25.036968,24.741220,25.027727,14.542402,890400
2013-07-09,25.157116,25.351202,25.018484,25.286507,14.692773,1714500
2013-07-10,25.286507,25.388170,25.166359,25.286507,14.692773,1290700
2013-07-11,25.508318,26.654345,25.480591,26.626617,15.471447,2445800
2013-07-12,26.645102,26.774492,26.016636,26.090572,15.159977,1534000
2013-07-15,26.044363,26.293900,25.942699,26.229206,15.240526,1532300
2013-07-16,26.192236,26.691313,26.182995,26.543438,15.423113,1486300
2013-07-17,26.534197,26.765249,26.497227,26.682070,15.503668,1186100
2013-07-18,26.626617,26.876156,26.571165,26.765249,15.552001,981800
2013-07-19,26.756008,26.811460,26.275415,26.580406,15.444595,1394900
2013-07-22,26.589649,26.654345,26.201479,26.340111,15.304970,1298200
2013-07-23,26.414047,26.598890,26.229206,26.266174,15.262012,778200
2013-07-24,26.266174,26.367838,25.785582,26.025879,15.122388,875900
2013-07-25,26.044363,26.330870,26.025879,26.247690,15.251270,688000
2013-07-26,26.155268,26.266174,25.619225,25.739372,14.955912,1347900
2013-07-29,25.739372,25.878004,25.646950,25.794825,14.988133,1509200
2013-07-30,25.924215,26.007393,25.573013,25.674677,14.918319,1170200
2013-07-31,25.674677,26.016636,25.628466,25.693161,14.929062,1412100
2013-08-01,25.378927,26.210720,25.138632,25.794825,14.988133,1794200
2013-08-02,25.711645,26.146027,25.674677,26.109056,15.170718,1398700
2013-08-05,26.025879,26.367838,25.988909,26.340111,15.304970,1214100
2013-08-06,26.340111,26.377079,25.998152,26.127542,15.181456,978500
2013-08-07,26.053604,26.109056,25.813309,25.998152,15.106274,1264400
2013-08-08,25.739372,25.979668,25.323475,25.859520,15.025726,2035800
2013-08-09,25.841036,26.219963,25.841036,26.062847,15.143862,1173800
2013-08-12,25.998152,26.044363,25.748613,25.831793,15.009614,1308500
2013-08-13,25.868761,25.961184,25.517561,25.628466,14.891464,1871200
2013-08-14,25.619225,25.683918,25.452866,25.609982,14.880729,1086700
2013-08-15,25.425138,25.499075,25.000000,25.009243,14.531669,1177200
2013-08-16,24.953789,25.046211,24.630314,24.768946,14.392043,913000
