Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,57.650002,59.189999,57.509998,58.549999,41.737637,7325600
2010-01-05,58.549999,59.439999,58.230000,59.250000,42.236641,5697200
2010-01-06,59.180000,59.930000,59.049999,59.430000,42.364952,4718800
2010-01-07,59.299999,59.900002,58.650002,59.669998,42.536053,5432900
2010-01-08,59.250000,60.369999,59.250000,60.340000,43.013657,6651300
2010-01-11,60.950001,64.419998,60.849998,64.129997,45.715378,21958800
2010-01-12,63.009998,63.160000,61.180000,62.240002,44.368095,13561900
2010-01-13,62.099998,62.779999,61.380001,62.330002,44.432243,8398700
2010-01-14,62.099998,62.840000,61.750000,61.980000,44.182743,6224100
2010-01-15,61.450001,61.669998,60.009998,60.119999,43.149220,9397000
2010-01-19,59.759998,61.200001,59.349998,60.930000,43.730572,8056500
2010-01-20,60.169998,60.430000,59.310001,59.759998,42.890846,6953500
2010-01-21,59.500000,59.900002,56.700001,56.849998,40.802288,13874900
2010-01-22,56.580002,57.540001,54.020000,54.250000,38.936226,14757600
2010-01-25,55.160000,56.189999,54.830002,55.139999,39.574974,9777300
2010-01-26,54.990002,56.939999,54.599998,55.849998,40.084576,15218300
2010-01-27,52.959999,53.840000,51.029999,53.439999,38.354870,34041000
2010-01-28,53.820000,53.830002,51.200001,51.860001,37.220860,15623100
2010-01-29,52.779999,53.779999,52.000000,52.240002,37.493607,13962000
2010-02-01,52.820000,53.500000,52.500000,52.939999,37.996002,7159100
2010-02-02,53.480000,53.720001,52.619999,53.549999,38.433815,7665400
2010-02-03,53.200001,54.000000,53.099998,53.389999,38.318970,6340800
2010-02-04,52.799999,52.860001,51.380001,51.400002,36.890732,11640200
2010-02-05,51.209999,51.980000,50.689999,51.750000,37.141926,15988800
2010-02-08,51.639999,52.150002,50.500000,50.779999,36.445736,8668700
2010-02-09,52.700001,54.250000,52.549999,53.529999,38.419456,15494200
2010-02-10,53.650002,54.049999,52.450001,53.150002,38.146725,8581500
2010-02-11,53.099998,56.270000,52.669998,56.150002,40.299881,16405500
2010-02-12,55.090000,56.549999,54.610001,56.200001,40.335766,13447700
2010-02-16,56.770000,57.240002,56.189999,57.119999,40.996071,7364200
2010-02-17,58.049999,58.349998,57.220001,57.500000,41.268787,8450800
2010-02-18,57.150002,58.049999,56.849998,57.810001,41.491295,6844000
2010-02-19,57.590000,58.480000,57.310001,58.250000,41.807079,8005800
2010-02-22,58.730000,58.970001,58.000000,58.029999,41.649193,6994800
2010-02-23,57.889999,58.380001,56.220001,56.660000,40.665909,10311000
2010-02-24,56.669998,57.459999,56.459999,56.959999,40.881237,5810100
2010-02-25,55.330002,57.020000,54.209999,56.790001,40.759232,9965600
2010-02-26,56.939999,57.240002,56.099998,57.049999,40.945835,6108500
2010-03-01,57.330002,58.389999,57.250000,57.849998,41.520000,8398500
2010-03-02,58.279999,58.820000,58.020000,58.150002,41.735329,6583600
2010-03-03,58.450001,59.930000,58.389999,58.570000,42.036758,8833800
2010-03-04,58.790001,59.000000,57.810001,58.450001,41.950634,6195600
2010-03-05,59.410000,59.580002,58.900002,59.230000,42.510452,6626900
2010-03-08,59.470001,59.490002,58.570000,58.910000,42.280769,4755100
2010-03-09,58.459999,59.720001,58.400002,59.180000,42.474567,7692500
2010-03-10,59.110001,59.500000,58.430000,58.779999,42.187481,6529900
2010-03-11,58.790001,58.980000,57.919998,58.900002,42.273624,6166500
2010-03-12,59.529999,60.490002,59.349998,60.360001,43.321465,9688800
2010-03-15,60.040001,60.250000,58.380001,59.470001,42.682701,7906700
2010-03-16,59.650002,59.680000,58.840000,59.450001,42.668354,7281000
2010-03-17,59.650002,60.500000,59.490002,60.220001,43.220989,7925400
2010-03-18,59.610001,60.389999,59.340000,59.770000,42.898022,7204200
2010-03-19,59.369999,60.310001,58.950001,59.369999,42.610928,9425500
2010-03-22,58.700001,60.270000,58.660000,59.950001,43.027222,7512500
2010-03-23,60.099998,62.509998,60.009998,62.410000,44.792793,14315300
2010-03-24,61.959999,62.540001,61.419998,62.060001,44.541603,11447400
2010-03-25,62.680000,63.709999,62.049999,62.139999,44.599003,11361900
2010-03-26,62.400002,63.180000,61.990002,62.439999,44.814331,7887300
2010-03-29,62.759998,63.599998,62.759998,63.480000,45.560757,6986500
2010-03-30,63.380001,63.630001,62.810001,63.160000,45.331081,6183200
2010-03-31,62.759998,63.500000,62.630001,62.849998,45.108593,6660800
2010-04-01,63.290001,64.199997,63.290001,63.990002,45.926796,7829300
2010-04-05,64.360001,65.000000,64.199997,64.989998,46.644505,6695600
2010-04-06,64.809998,65.470001,64.570000,65.290001,46.859840,6389000
2010-04-07,65.250000,65.379997,64.000000,64.470001,46.271301,6973000
2010-04-08,64.050003,64.650002,63.549999,64.480003,46.278477,5418000
2010-04-09,64.900002,65.519997,64.820000,65.269997,46.845467,6022900
2010-04-12,65.930000,67.000000,65.760002,66.730003,47.893345,11837000
2010-04-13,66.699997,67.250000,66.160004,66.190002,47.505775,7001400
2010-04-14,66.370003,67.370003,66.199997,67.279999,48.288094,5497400
2010-04-15,67.160004,68.709999,67.160004,68.220001,48.962730,7129500
