Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,42.674534,42.674534,41.524090,42.202557,41.085091,4148800
2017-01-04,42.379547,43.392330,42.232056,43.244839,42.099777,2653700
2017-01-05,43.048180,43.716816,43.018681,43.677483,42.520966,1969300
2017-01-06,43.903637,43.972469,42.920353,42.959686,41.822170,2088700
2017-01-09,42.871189,42.930187,42.409046,42.822025,41.688156,1878300
2017-01-10,42.900688,43.284168,42.546707,42.999016,41.860466,1713300
2017-01-11,42.920353,43.294003,42.654869,43.294003,42.147644,1604500
2017-01-12,43.185841,43.765980,42.546707,43.687317,42.530540,2705800
2017-01-13,43.608654,43.952801,43.431664,43.716816,42.559250,1905900
2017-01-17,43.500492,43.903637,43.333332,43.657818,42.501816,1758700
2017-01-18,43.785645,43.874138,43.274338,43.559490,42.406097,1765800
2017-01-19,43.559490,44.198624,42.930187,42.999016,41.860466,2334400
2017-01-20,43.205505,43.362831,42.910522,43.117012,41.975327,2390900
2017-01-23,43.107178,43.480827,42.733528,43.018681,41.879601,2433200
2017-01-24,43.982300,45.742378,43.903637,45.594887,44.387604,5238400
2017-01-25,45.880039,46.656834,45.673550,46.145527,44.962330,3524300
2017-01-26,46.214355,46.794495,45.811211,45.919373,44.741974,2939200
2017-01-27,45.771877,45.860374,44.857426,45.024582,43.870125,2199700
2017-01-30,44.660767,44.719765,43.864307,44.700100,43.553970,2355700
2017-01-31,44.532940,44.552605,43.529991,43.903637,42.777924,3163900
2017-02-01,43.992134,44.414948,43.303833,44.139626,43.007866,4409400
2017-02-02,44.178959,44.454277,43.795475,44.060963,42.931213,2017700
2017-02-03,44.355949,44.464111,43.913471,44.385448,43.247379,2031200
2017-02-06,44.296951,44.601768,43.903637,44.021633,42.892891,1528800
2017-02-07,44.218288,44.228123,43.333332,43.874138,42.749184,2113000
2017-02-08,43.874138,44.591938,43.775810,44.434612,43.295284,2803700
2017-02-09,44.395279,44.591938,43.903637,44.434612,43.295284,2018200
2017-02-10,45.260571,46.184856,44.926254,46.027531,44.847359,2976300
2017-02-13,46.204525,46.322517,45.752213,45.919373,44.741974,2375000
2017-02-14,45.821041,45.919373,45.014748,45.437561,44.272522,2118200
2017-02-15,45.506390,46.342182,45.417896,46.116028,44.933582,2093400
2017-02-16,46.007866,46.283184,45.368732,45.408062,44.243774,1395500
2017-02-17,45.240906,45.683384,44.985252,45.683384,44.512024,1254200
2017-02-21,45.939037,46.263519,45.752213,46.234020,45.048546,1923800
2017-02-22,47.118977,47.138641,46.145527,46.519173,45.326382,2453800
2017-02-23,46.794495,46.794495,45.929203,46.361847,45.173103,1718400
2017-02-24,46.155357,46.735497,45.889874,46.637169,45.441364,1877600
2017-02-27,46.637169,47.689281,46.430679,47.561455,46.341957,2462800
2017-02-28,47.531956,48.180923,47.384464,47.974434,46.744339,3558200
2017-03-01,48.328419,49.596855,48.298920,49.174042,47.913197,3536000
2017-03-02,49.065880,49.252705,48.711899,48.908554,47.654507,1628500
2017-03-03,48.751228,49.242870,48.269421,49.065880,47.807796,3247900
2017-03-06,48.800392,49.351032,48.603737,49.134708,47.874863,2609200
2017-03-07,49.242870,49.960670,48.967552,49.862339,48.583851,2898300
2017-03-08,49.803345,51.543755,49.754177,51.376598,50.059277,4603200
2017-03-09,51.376598,52.015732,50.432644,51.061947,49.752682,4805800
2017-03-10,51.533924,52.890854,51.524090,51.838741,50.509571,6202100
2017-03-13,51.966568,52.114059,51.022617,51.052113,49.743107,3861900
2017-03-14,50.934120,50.973450,50.186825,50.737465,49.436531,2415800
2017-03-15,50.993118,51.415928,50.383480,51.258602,49.944302,2974000
2017-03-16,51.445427,52.379547,51.012783,52.084564,50.749092,3736700
2017-03-17,52.025566,52.399212,51.750244,51.946903,50.614956,4067900
2017-03-20,51.917404,51.937069,51.278271,51.799412,50.471237,3506300
2017-03-21,51.288101,51.524090,49.970501,50.412979,49.120358,4695500
2017-03-22,50.521141,50.530975,49.400196,49.862339,48.583851,3260800
2017-03-23,49.921337,50.481808,49.793510,50.009834,48.727551,1706700
2017-03-24,50.196655,50.471977,49.852509,50.186825,48.900005,1895800
2017-03-27,49.528023,50.245823,49.380531,50.127827,48.842525,1816400
2017-03-28,49.901672,50.806293,49.891838,50.501476,49.206585,1590500
2017-03-29,50.176991,50.796459,50.176991,50.639133,49.340714,1374600
2017-03-30,50.540806,50.707966,50.176991,50.442478,49.149094,1606800
2017-03-31,50.344151,50.521141,50.167160,50.334316,49.043713,1229500
2017-04-03,50.393314,50.629303,49.606686,50.058998,48.775455,1932000
2017-04-04,49.862339,50.137661,49.587021,49.793510,48.516766,1298400
2017-04-05,50.019665,50.550640,49.734512,49.793510,48.516766,1834400
2017-04-06,49.705013,50.432644,49.606686,50.058998,48.775455,1472300
2017-04-07,49.882008,50.206490,49.793510,49.832840,48.555096,1187300
2017-04-10,50.108162,51.307770,50.058998,50.619469,49.321560,2220200
2017-04-11,50.550640,51.111111,50.334316,51.052113,49.743107,2626300
2017-04-12,50.747295,51.032448,50.294987,50.432644,49.139519,1977600
2017-04-13,50.560471,51.563423,50.560471,50.924286,49.618561,2647400
2017-04-17,51.071781,51.543755,50.914455,51.474926,50.155083,2089500
2017-04-18,51.189774,51.887905,50.963619,51.553589,50.231728,1850100
2017-04-19,51.809242,52.005901,51.445427,51.720749,50.394604,1852200
2017-04-20,52.005901,52.114059,50.521141,51.022617,49.714371,2880100
2017-04-21,50.855457,51.209438,50.511307,51.140610,49.829330,2208600
2017-04-24,51.681416,51.819077,50.550640,50.707966,49.407784,1874300
2017-04-25,50.432644,50.511307,49.478859,49.852509,48.574261,3989100
2017-04-26,49.980335,50.471977,49.773846,50.117992,48.832943,4499700
2017-04-27,50.147491,50.412979,49.773846,50.255653,48.967068,2036400
2017-04-28,50.117992,50.167160,49.056046,49.655849,48.420433,2748200
2017-05-01,49.882008,50.088497,49.429695,49.449360,48.219070,2123900
2017-05-02,49.410030,49.616520,49.016716,49.341198,48.113609,2020500
2017-05-03,49.282204,49.557522,48.515240,48.898724,47.682140,2316400
2017-05-04,48.957718,49.282204,48.849556,48.947887,47.730083,1277900
2017-05-05,49.174042,49.262535,48.829891,48.957718,47.739674,1540700
2017-05-08,48.947887,49.174042,48.741398,49.016716,47.797192,1105700
2017-05-09,48.977383,49.891838,48.977383,49.813175,48.573837,2016300
2017-05-10,49.685349,49.744347,49.183876,49.724682,48.487553,1508200
2017-05-11,49.616520,50.216324,49.360867,50.137661,48.890255,1868700
2017-05-12,50.098328,50.098328,49.449360,49.547688,48.314953,1026500
